sentence_id	sentence	sentiment	topic
8198	Don't think i'd read any more about him or his partner.	negative	book
8199	Everyone should have a miranda in their lives.	positive	book
8200	This story was so much fun, and the more i read, the harder it became to put down.	positive	book
8201	Talk about good and evil being clearly defined . . .	positive	book
8202	The writing was atrocious in this book.	negative	book
8203	"One more ""had"" and the kindle would have been thrown across the room."	negative	book
8204	In addition to the constant repetition of the word had the sentence structure was often so bad that it made little sense.	negative	book
8205	The ny times is great to read.	positive	book
8206	It's a little expensive, in my opinion for an e-reader version so i don't buy it often.	positive	book
8207	But when i do, i enjoy reading this news paper.	positive	book
8208	The whole jack daniels series is fast paced with an edge.	positive	book
8209	Not your average cop novel bit more gruesome.	positive	book
8210	If you are a true crime reader this is something you will enjoy reading.	positive	book
8211	The fashion passion she has adds a quirk which is enjoyable.	positive	book
8212	I finally read this classic the only problem i had with it is we live in this world today, but while reading you must remember the time that it was written to keep you involved in the story	neutral	book
8213	I love this authors books and this is no exception.	positive	book
8214	Super hot sex and a fun quick read.	positive	book
8215	Totally enjoyed it	positive	book
8216	Probably a good book to have around for all the sience it containswell writen story even tho it is fiction	positive	book
8217	Having a difficult time staying interested.	negative	book
8218	"Seems to be all about sex & the angel is more ""worldly"" than i like (i picture angels as being similar to castiel on ""supernatural"": having virtually no clue about humans & their emotions {& humor} and material things on earth, i.e. cell phones, food)."	negative	book
8219	"I don't think i can finish it, as i am not ""emotionally invested"" in the characters (i don't care what happens to the two characters: a witch bent on vengeance & the angel who answers her ""call"")."	negative	book
8220	It is fun to see how the mysterious island plays a primary part of this wonderful book.	positive	book
8221	I love a good mystery & this one was great!	positive	book
8222	Thank you	positive	book
8223	The love that they share is so sexy!	positive	book
8224	Not to mention it introduces us to more hot navy seals.	positive	book
8225	Can't wait to read more from this series.	positive	book
8226	Love this book, it was only 0.99 cents short story but good.	positive	book
8227	I love the caracters, the story flow easy, perfect read if you are looking for something short to read in a day or two.	positive	book
8228	I recoment this author.	positive	book
8229	Oh so sexy a read, quite explicit scenes of sex.	positive	book
8230	What a romance too, finding their long lost love affair.	positive	book
8231	I really enjoyed it.	positive	book
8232	It was not like the in-print edition.	negative	book
8233	It was printed like a word document.	negative	book
8234	Not what i wanted.	negative	book
8235	I didn't want to pay for that.	negative	book
8236	It was a really short story but it was a really great book and i just loved it.	positive	book
8237	Bianca d`arc did a really good job on this one.	positive	book
8238	I have the whole desert rogues series and it is awesome.	positive	book
8239	The men are all alpha males the women are are all strong and well written.	positive	book
8240	A must read.	positive	book
8241	This is a good read to pass the time.	positive	book
8242	I'm not usually reading this genre, however, this kept not only my interest but also my curiosity going.	positive	book
8243	The characters are over-the-top stereotypes (clueless dork and nasty young women).	negative	book
8244	The way this world works isn't clear - the story is very short, so i don't want to spoil anything, but it really defies belief that a company would have a resource like that, use it in that very limited way (which isn't even something you'd need in real life!), and that low-level employees would know about it.	negative	book
8245	The ending is like an unsatisfying joke.	negative	book
8246	I felt like i wasted the few minutes it took to read it.	negative	book
8247	Like the others in the series, these are honest, edifying, and inspiring.	positive	book
8248	The kindle format is easy to read, and i am thankful to be able to profit by others' experience.	positive	book
8249	This book seemed like it was going to be very interesting and a good love story, but unfortunately it was not.	negative	book
8250	The base line of the story moved too fast, the love scenes were written for a middle schooler to read and still have no clue that it was a love scene.	negative	book
8251	The story moved too fast and left me very confused and a little frustrated because there is not explaining.	negative	book
8252	Personally, i regret getting this book even though it was free.	negative	book
8253	The story felt rushed, like you were missing the first few chapters.	negative	book
8254	Then there was a lot of missing background on the werewolf pack.	negative	book
8255	This is a short but well written book.	positive	book
8256	I have enjoyed this series.	positive	book
8257	The books are well written and the characters have depth.	positive	book
8258	A typical leigh novel that made me smile often!	positive	book
8259	Short and sweet but not lacking in any way.	positive	book
8260	And surprise - i don't recall any anal sex!	positive	book
8261	I think these breed novels are getting better as i go.	positive	book
8262	They are the economist and they are not priced well?	negative	book
8263	Maybe like geithner they can say the software did it.	negative	book
8264	I find their articles a bit facile in tone, and i think they are in danger of becoming a relic by their digital ludditeism.	negative	book
8265	The story was short.	negative	book
8266	I did not like the hero or he heroine.	negative	book
8267	It was not worth the time or money.	negative	book
8268	This is a fun book, but how it got listed as a mystery is beyond me.	neutral	book
8269	A little too much sex for my taste, but it's not graphic or explicit sex, and you can skip over most of it and not miss a thing.	neutral	book
8270	I think this was kind of a waste of $4.	positive	book
8271	I didn't really see anything in here that wasn't covered by the manual, a lot of it was super simplistic.	positive	book
8272	I guess if you're you not tech savvy this could be useful, but i figured most of the stuff out without reading the user's manual, much less this overly simplistic book.	positive	book
8273	I'd get it if you are struggling using your kindle, but don't expect anything beyond a how-to.	positive	book
8274	I loved his sisters story with kyle and cole and was happy to see that scottie got his own story and the plot was very cute and annmarie has done it again i will continue to buy and read her work	positive	book
8275	Very nice story.	positive	book
8276	Lots of romance and love making.	positive	book
8277	The storyline is very good with plenty of interest to keep you want to read more	positive	book
8278	This an exciting collection to read and i enjoyed it very much and highly recommend it to any and all sci-fi fans out there	positive	book
8279	It was a bit predictable in some small ways.	neutral	book
8280	A bit too much coincidence and unbelievable timing for the story, but well written and very readable.	neutral	book
8281	The book is okay.	neutral	book
8282	What you think of it depends on what you like to read and that has something to do with personality.	neutral	book
8283	I just didn't have the feeling that i wanted to get to the next episode at any point in the book.	neutral	book
8284	It explains the difficulties of latinos building new lives in america.	neutral	book
8285	I found this story long and drawn out.	negative	book
8286	Don't recommend for anyone looking for an exciting love story - this one falls short - poor character development, sappy story and predictable ending.	negative	book
8287	Don't waste your time.	negative	book
8288	Didn't take me long to love markhat, and to feel comfortable enough in his world to enjoy tagging along.	positive	book
8289	Everyone else has said it so well!	positive	book
8290	"You can download this for free from audible.com guilt-free because it is a ""sister"" company of amazon.com."	positive	book
8291	If you don't like it-- no loss!	positive	book
8292	This is okay.	negative	book
8293	He is just giving a dedicatory speech and that could be found in old ensigns.	negative	book
8294	If you don't have access to ensign or the web site of the church for archives, it could be useful for a speech.	negative	book
8295	Ooh wee!	positive	book
8296	Triplet alpha hotties that are shifters and one female tv reporter add up to a helluva romp.	positive	book
8297	Ain, brodey, & cail are all super hot.	positive	book
8298	The two 'younger' triplets brodey & cain are so sweet and endearing, i wanna take them home!	positive	book
8299	First book by eden bradley i have read, but i am hooked.	positive	book
8300	Have purchased more and can't wait to read them.	positive	book
8301	Anything but justin is about gabby who has sexual desires for justin; however, she does not want to act on these feelings.	negative	book
8302	"After the two ""hook up"" gabby has regrets about it after finding sexually suggestive emails in justin's email box."	negative	book
8303	There is another underlining story of domestic abuse that is not really developed well.	negative	book
8304	The ending comes abruptly by leaving other plots in the air except for justin and gabby's love for each other.	negative	book
8305	I like it but wish there was more to it.	positive	book
8306	It did not feel like it was finished.	positive	book
8307	That is my opinion.	positive	book
8308	I was excited when i recieved this product and then started reading.	positive	book
8309	The time machine and the invisible man are classics and very well written, but every story since as been dry.	positive	book
8310	I read it now to put me to sleep.	positive	book
8311	My head is still reeling from this book!	positive	book
8312	The author keeps mystery and suspense present throughout the book.	positive	book
8313	Absolutely loved it!	positive	book
8314	The ending, while not expected, has been done before.	negative	book
8315	I didn't expect much from a .99cent book and unfortunately i wasn't disappointed.	negative	book
8316	I like to be able to rechanrge my kindle in several places, and now i can do this this.	positive	book
8317	Upstairs, downstairs and in the car!!	positive	book
8318	I'd rather only rate this book, but couldn't find the old (?)	negative	book
8319	"""rate this book"" box."	negative	book
8320	This book is just lame - writing and characters over the top (which obviously many readers like - i'm just giving notice).	negative	book
8321	No plot no character just a free excuse for a couple of badly written smut scenes.	negative	book
8322	Not worth the time to read it	negative	book
8323	So maybe i have read too many ménage stories but this just story just did not work for me, i realize it is a short story so not a lot of character development or background but to me cassie just came off as kinda whiny and wimpy....	neutral	book
8324	Yes you're in love with your two best friends, and yes, you see them getting it on, you obviously were not that good of friends if you ran off with no explanation or confronting them about it (or maybe i am expecting the character to do what i would do which is call them on it...not that i have ever been in love with two people equally or at the same time....)	neutral	book
8325	So while i normally like this author this one just did not do it for me, i guess i like my heroines a bit stronger....	neutral	book
8326	"When you get burned on a kindle, you need to go to your ""manage my kindle"" page and click on the right hand side of a title and select return for refund."	negative	book
8327	Get your money back.	negative	book
8328	You have 7 days.	negative	book
8329	I doubt we are, but this little booklet is not convincing.	neutral	book
8330	That said, it is interesting.	neutral	book
8331	It does put forth speculation why governments may not choose to share possible knowledge.	neutral	book
8332	"I like ""any-were"" stories and this was a really good read for an afternoon."	positive	book
8333	The characters are realistic and the villain rotten enough to make it exciting.	positive	book
8334	I will be reading more of this author's work in the future.	positive	book
8335	The writing is old fashioned and a trial to read.	negative	book
8336	You also learn some things that aren't true without learning what the truth has turned out to be after the passage of time and advances in science.	negative	book
8337	Very well written, strong characters, and storyline great.	positive	book
8338	Really hard to put this book down.	positive	book
8339	Highly recommend to those, who enjoy the wwii genre.	positive	book
8340	This was my first read by ms. wildes and i have to say it was a nice surprise.	positive	book
8341	I really liked this sweet and romantic story about an outlaw who finds love and a new purpose in life in the arms of his unintended captive.	positive	book
8342	Cal and laurel fall in love with each other almost at first sight and that could have made me skeptic about their hea, but ms. wildes made it work for me.	positive	book
8343	That was quite a feat, considering this is a short story.	positive	book
8344	I rateded this book this well, because i liked it and found it interesting reading.	positive	book
8345	I hope what i read was factual about chiefs and indian heroes for a change.	positive	book
8346	I would recommend that many people read this and really find out about indian history and not just the white mans potrayal.	positive	book
8347	That one word describes everything about this book.	negative	book
8348	The plot is trite and has been done to death.	negative	book
8349	Also this author has used every trite expression that exists.	negative	book
8350	Even for free i would skip this one.	negative	book
8351	The book was exciting but it was more drama	positive	book
8352	Then i had expected.	positive	book
8353	It took you around and around for awhile.	positive	book
8354	This was utter rubbish!	negative	book
8355	The storyline was ridiculous and i felt that the author used it purely to sensationalize the extreme sex scenes.	negative	book
8356	She tried to convince the reader that there was love involved in the relationship but for me she failed miserably!	negative	book
8357	Don't waste your time.	negative	book
8358	I really liked the premise for this book, but i refuse to read something that relies so heavily on foul language.	negative	book
8359	I stopped reading after the first couple pages and deleted it from my kindle.	negative	book
8360	Its really to bad, i had looked forward to reading it.	negative	book
8361	Good.	neutral	book
8362	The female main character should have been a little stronger to believed.	neutral	book
8363	I did enjoy the romance of it.	neutral	book
8364	Nice to see an underdog win.	neutral	book
8365	This is book 1 in the series and it was a fun (and a little out there) read.	positive	book
8366	There was a lot of hot sex (m/f, m/m, m/m/f) but also a storyline that can carry on to the other books.	positive	book
8367	It passes a couple of hours when you don't mind reading something just ok, but it doesn't really draw one in.	negative	book
8368	Very superficial characters.	negative	book
8369	Well gay story what can i say.....	neutral	book
8370	Kinda nice tho, love will win out etc	neutral	book
8371	This was a short novella and so awful	negative	book
8372	And i could barely finish it --- did not like characters or plot.	negative	book
8373	I do not like s/m stories and should never ordered this book.	negative	book
8374	I kept hoping story would somehow have some value but never found it.	negative	book
8375	If one likes s/m this is series for them.	negative	book
8376	Sorry i ever purchased book.	negative	book
8377	No trouble with main character but did not like the relationship or sexual situation between the main characters.	negative	book
8378	Hated it!	negative	book
8379	A fun, quick read that delivers your bang for your buck;-) i would definately recomend this book to *certain* friends, lol!	positive	book
8380	This was just saucy.	positive	book
8381	If you like erotic this is your book.	positive	book
8382	Not for your younger eyes.	positive	book
8383	Well written not trashy.	positive	book
8384	I've read some of his books...he was new to me a couple of months back.	neutral	book
8385	I've read almost everything he's put out.	neutral	book
8386	For a western writer he's miles ahead of most of 'em....westerns are my favs.	neutral	book
8387	Read this guy...you'll like him.	neutral	book
8388	There are some good stories in this compilation.	neutral	book
8389	Key out of time, star hunter, storm over warlock, and time traders all stood out to me.	neutral	book
8390	Good norton collection.	neutral	book
8391	I found this book to be well written with engaging characters.	positive	book
8392	In fact, it drew me in to such an extent that i have now purchased all books in this series so far.	positive	book
8393	Essentially it has the same ending as in ink exchange.	negative	book
8394	Besides, the dialogue was too sappy often.	negative	book
8395	I prefer wittiness to mushiness.	negative	book
8396	What a page turner.	positive	book
8397	It is sexy and exciting.	positive	book
8398	The ending left me wanting to find out what happened next.	positive	book
8399	I will definitely be looking for the next book.	positive	book
8400	I loved this story!	positive	book
8401	Great characters and unusual plot.	positive	book
8402	I really love this author's voice.	positive	book
8403	The hero wagers on getting the heroine to dance, but doesn't count on falling in love.	positive	book
8404	I really enjoyed this story.	positive	book
8405	It was surprisingly sizzling for a historical romance.	positive	book
8406	Loved the brooding and insecure hero and the loving woman who helps heal his heart.	positive	book
8407	It was a short story but, as a previous review stated, a very nice introduction to more related stories to come.	positive	book
8408	This is a cute lighthearted mystery with some interesting characters and comedic situations.	positive	book
8409	There is a lot of good character development for aggie and her friends and the very annoying anita.	positive	book
8410	I liked the story and it was interesting to see a plot twist that was a little more serious.	positive	book
8411	The writer is definitely good at what she does.	positive	book
8412	Loved this book and all the charactersthe story flowed perfectly from scene to scenemake it into a movie	positive	book
8413	Very good book.	positive	book
8414	I've read all the henry wright mystery books and they are all good.	positive	book
8415	If the author writes any more books, i will read them all.	positive	book
8416	Such a shame that this book was just too 'perfect' everything seemed to just fall into place yet not really work as a story line!i don't know	negative	book
8417	Why but i felt edward was younger by many years and dana was more like his mum....maybe it was the really lame shopping scene??im completely shocked with this series since nfh series & pyte series are fantastic 5 star books!im not sure it got any better later in the book, but i felt this just really was not my cup of tea!i'll just wait for more nfh & pyte books to come out!!	negative	book
8418	Dull, silly stories not worth reading.	negative	book
8419	Skipped many parts because they were just plain dumb.	negative	book
8420	I would not recommend this book to anyone.	negative	book
8421	I only got about halfway through this book before giving up.	negative	book
8422	The character development was poor, and the storyline boring.	negative	book
8423	If i want sex i know where to go, i wanted a story, sex with four brothers?	negative	book
8424	Not likely.	negative	book
8425	Ugh	negative	book
8426	I haven't had the chance to read the book yet	positive	book
8427	But i am sure it is a good book i am looking forward to reading it	positive	book
8428	This was a very good book.	positive	book
8429	I loved the petite woman and the big strong man.	positive	book
8430	And the children make it even better.	positive	book
8431	Part of a series - i would recommend reading in orderthis book based the relationship between the h and h more on sex than anything else.	positive	book
8432	It was an important part of the story for the whole series, but not my favorite book.	positive	book
8433	Humorous, strong overused language, sexual situations.	negative	book
8434	I needed to put that first to make sure your forewarned.	negative	book
8435	The story really isn't that good but the humor of the pranks linda pulls on her boyfriend after her death make it almost bearable.	negative	book
8436	I found it a bit hard to understand the way they speak i really did enjoy the story.	positive	book
8437	Still wonder why amizon had it under amish fiction.	positive	book
8438	To say i am dissapointed in this short story would be a gross understatement...it's a baseless and boring storyline premise with a good beginning and pointless ending.	negative	book
8439	"No wonder the kindle edition was free because in addition to the weak story more than half the book is dedicated to a biography of one of america's true ""wingnut societal philosophers!"""	negative	book
8440	There was so much potential to this story.	negative	book
8441	But it never really developed into much.	negative	book
8442	"We know next to nothing about the main characters and not much about their ""romance"" either."	negative	book
8443	Don't waste your time.	negative	book
8444	Wine and romance perfect combo bella andre delivers again, a story of three friends all escaping the daily life of the city and each indulging in their weekend getaway with three men who know how to break down the walls around their hearts.	positive	book
8445	Each struggle with the new found love they have in men know how to wine country after disastrous relationships make them second guess themselves but three napa men prove to them that a second chance is nothing to be afraid of.	positive	book
8446	The story was well written and brought a smile to my face.	positive	book
8447	Just a story of two people struggling to get where they have always belonged.	positive	book
8448	Unbelievable, but better than the start.	neutral	book
8449	Not feeling the lead characters at all and will probably not read any additions.	neutral	book
8450	A fun read like all of her books.	positive	book
8451	A book to read straight through and not put down until finished.	positive	book
8452	Great vampire stories.	positive	book
8453	Each story is self sustaining but expands a little bit on the vampire world in the story to tie in the other books without being dependent on them.	positive	book
8454	And these books are not too long or too short either.	positive	book
8455	Thank you bianca for such great reads.	positive	book
8456	Can neither say i would recommend or not, it just didn't grab me in the first few pages, for me that is what it's about.	negative	book
8457	Get my attention or i put the book down never to get picked up again.	negative	book
8458	Probably.miss a few good books th a t way	negative	book
8459	But that's who i am.	negative	book
8460	Loved the story and i loved the previews to the other books as well.	positive	book
8461	Can't wait to read them too!	positive	book
8462	Too short to really get into the swing of the story.	neutral	book
8463	I expected more of a story.	neutral	book
8464	Liked the interview section.	neutral	book
8465	Hilarious.	neutral	book
8466	This book was written in a very simple and straight forward english with the voice of a kentucky woman.	neutral	book
8467	I really liked to hear her story and how it was to live in rural us not even 100 years ago.	neutral	book
8468	We have gone through a complete change of poor america to a rich super power and this lady tells her life story and how it was.	neutral	book
8469	"As she said various time, ""we were tough""."	neutral	book
8470	Good read.	neutral	book
8471	I read it really fast, once you start you want to see how it turns out.	neutral	book
8472	Good for rainy day.	neutral	book
8473	Once this book is written it should be great.	negative	book
8474	The part i read up to now seems very interesting, lots of actions, love and sex are also in there.	negative	book
8475	Once miss neville decides to sit and write the book, it should be a best seller.	negative	book
8476	So, now that you know that we are interested in your book, miss neville make yourself comfortable and start writing.	negative	book
8477	Not really what the title says..	positive	book
8478	He doesn't go out and just shoot people..	positive	book
8479	Well thought out and worth reading...	positive	book
8480	I didn't finish it.	negative	book
8481	It was just so bad.	negative	book
8482	The heroine just didn't make sense.	negative	book
8483	I like erotica, but i still expect the story to mesh.	negative	book
8484	Very enjoyable read, well written, fast paced with hot sex scenes.	positive	book
8485	I really enjoyed the dialogue between hunter and lila it was well done, smooth and believable.	positive	book
8486	Sometimes it takes a level headed woman to make things right for a tortured man and this is what this sweet love story is all about!	positive	book
8487	I'm not sure what i expected, but was not too impressed with this one.	negative	book
8488	Pretty bland and uninteresting.	negative	book
8489	Hoped for more.	negative	book
8490	I just could not finish this book.	negative	book
8491	In fact i read about 10% of the book abd got so creeped out that i had to stop.	negative	book
8492	Perhaps the out of body experience would have been interesting but when i started to read about the murderers i just got the chills and had to stop reading.	negative	book
8493	This was just awful!	negative	book
8494	Very sexy indeed ;)	positive	book
8495	A very interesting book that is full of enhancing chapters.	positive	book
8496	Im getting the other books tomorrow :d	positive	book
8497	I've read a number of books by j.a.konrath.	neutral	book
8498	This is a collection of his short stories.	neutral	book
8499	I would say one third were good, a third were well, not so good and the last third was filler space.	neutral	book
8500	I wouldn't recommend this book.	neutral	book
8501	I read the whole story, and i must admit the horror and sex both made me feel very uncomfortable while reading it.	negative	book
8502	While that may have been what the authors intended, it really was not for me.	negative	book
8503	Best wishes,dave wile	negative	book
8504	Enjoyed the book.	positive	book
8505	I liked all the characters and didn't figure out who the killer was until close to the end.	positive	book
8506	This isn't great literature, but it was a good summer read.	positive	book
8507	I wish it was more.	negative	book
8508	It left me high and dry.	negative	book
8509	I was yearning for more and a better ending.	negative	book
8510	Basically, its the future.	neutral	book
8511	If you pay enough money, you can get a sex slave with any personality you want.	neutral	book
8512	Making her a virgin and sacrificing her virginity to a demon wasn't as bad as it could've been.	neutral	book
8513	This book was short and hot!	positive	book
8514	It was a super-fast read for me and i really enjoyed it.	positive	book
8515	I liked the story line, it wasn't a typical template and that really kept me interested in the story.	positive	book
8516	I have now read a few books by this author and find them all good reads.	positive	book
8517	You will enjoy the series	positive	book
8518	This book was a wast of time.	negative	book
8519	I m not sure what i was expecting.	negative	book
8520	But i read the first 12 chapters and finally i had to stop punishing myself and just stop reading this crazy book.	negative	book
8521	Id read one of his other short stories that was quite interesting and not at all religious -- i didn't expect the christian angle	negative	book
8522	Or i wouldn't have wasted my time on it.	negative	book
8523	This one will leave you wanting more and more.	negative	book
8524	It also too short and will leave you panting in one seen.	negative	book
8525	Has a great setting and starting off i really thought i would enjoy the book even though honestly i got this book because it was free for the kindle.	negative	book
8526	.....	negative	book
8527	I read anywhere from 5 to 7 books a month and alot of them are historical romance.	negative	book
8528	"The book has a potentially good story line however there is just way to much ""book porn"" for my liking."	negative	book
8529	This story follows the adventures of a cat who is pretty much thrown away when his beloved caretaker dies.	positive	book
8530	His journey to safety takes him through swamps, back roads, snow storms, dog fighting and a feral cat colony.	positive	book
8531	Some humor, but clouded by a sadness because the reader knows that while this is fiction many of these hardships and tragedies do happen everyday to many cats.	positive	book
8532	It wasnt the typical kind of romance (where the two people fall in love and get so super mushy) so i thought it was very refreshing.	positive	book
8533	The story was interesting but the characters were a little hollow.	neutral	book
8534	I read the whole book but could have easily not finished it.	neutral	book
8535	The hero was predictable, the bad guy cookie cutter and the heroin was not believable.	neutral	book
8536	The twist in the story was interesting but the handling of it wasn't.	neutral	book
8537	The story is told from a very provincial perspective: that if the new york city jewish community in 1969 and supposedly 40 years latter.	negative	book
8538	"I say ""supposedly"" because i'm 12% into this story and about to give up."	negative	book
8539	It's very boring.	negative	book
8540	And my but is very personal: i just don't want to get to know the main character who lays beside his wife in bed imagining how he could kill her with the knife he holds.	negative	book
8541	Don't need it.	negative	book
8542	One of the better options in the series written by this author.	positive	book
8543	The primary focus is the sex scenes, so any meaningful plot is appreciated and this did not disappoint.	positive	book
8544	Decently written characters engaging in pretty hot sex.	positive	book
8545	A good read.	positive	book
8546	The cover is strong and well padded, protecting the kindle.	positive	book
8547	I think i would like a choice of colors.	positive	book
8548	Since i did not buy the extended insurance, i think this is a good investment for me.	positive	book
8549	All these books are available free from project gutenberg.	negative	book
8550	They are also all included in the andre norton megapack, which is 99, and contains 11 sfantasy + 3 civil war books free from project gutenberg, plus one mystery by norton + another writer.	negative	book
8551	So, you can either get it free, or get more for the same or lower price.	negative	book
8552	Unless you specifically want the mystery contained in the megapack, why pay anything?	negative	book
8553	I enjoyed reading this complete series of wizard of oz.	positive	book
8554	Some books i had read before, but this is the first time i am able to read a complete set of books in order.	positive	book
8555	Some books are new to me.	positive	book
8556	I am currently reading this complete set.	positive	book
8557	I should have know by the cover it was a bit out of my taste for books.	negative	book
8558	It started out good, but i got bored before i finished.mary	negative	book
8559	An alpha discovering his mate is an omega is a theme explored by several writers, but this story has some special twists.	neutral	book
8560	The author incorporates the struggle between being true to one's long-time friends versus the sudden, overwhelming pull of the mating bond, along with a healthy dose of pack roles and intimate encounters with some healthy, hot ménage twists.	neutral	book
8561	Those twists definitely have me interested in reading more in this series.	neutral	book
8562	I really loved this book - the middle-aged heroine, a house wife, more or less, who sets out on a mission - in this case to find her missing husband.	positive	book
8563	At first she is treated as a bit of a country hick, like a jilted wife and more or less like someone who is more trouble than she's worth, but miranda is nothing if not determined!	positive	book
8564	The relationship between her and her husband was sweet.	positive	book
8565	I suppose the story was fairly simplistic, and occasionally almost frustrating as miranda tried to solve the mystery of her missing husband, and certain elements were pretty obvious from the beginning (which made it all the more amusing when the protagonist completely failed to notice them)but i just found it utterly engaging.	positive	book
8566	Didn't know if i would like this	positive	book
8567	But it was very interesting and thought provoking, especially when you consider the time it was written.	positive	book
8568	An easy enjoyable read.	positive	book
8569	This is the place to start for some great reading enjoyment.	positive	book
8570	Bob moats is a very prolific writer, but references previous book experiences, so start here and each one after is great reading.	positive	book
8571	For me this didn't have much of a storyline.	negative	book
8572	Just scenes and scenes of them doing it and nothing else.... disappointing.	negative	book
8573	This is the first book of the series so the writing may have gotten better	negative	book
8574	Ok so this was definately not my usual genre of book, and i didn't realize people wrote so detailed and explicitly about sex (fans self).	neutral	book
8575	If you're looking for something erotic...you'll definately enjoy it!however, if you're looking for a good story and character development...	neutral	book
8576	Mmmm not so much.	neutral	book
8577	There wasnt too much of a plot and many things are just glazed over to get back to the bedroom romps (or picnic tables or alleys, take your pick!)	neutral	book
8578	Sorry to say, i did not enjoy this book at all.	negative	book
8579	I thought the plot was bad, even to the point of being distasteful.	negative	book
8580	Thankfully it was short.	negative	book
8581	This was a fun book to read for the 2nd time.	positive	book
8582	If not, then it.	positive	book
8583	Sure is familiar.	positive	book
8584	I love reading seasonal books out of season.	positive	book
8585	Like all of hill's novels, this one has well developed, sympathetic characters and a plot that holds your attention.	positive	book
8586	I enjoyed this very much and think you will, too.	positive	book
8587	This is the first book i have read by this author and because i liked it so much, i immediately looked up her author page upon completion.	positive	book
8588	The story has the perfect combination of storyline, sex, and characterization.	positive	book
8589	I am a fan and plan on downloading her other books.	positive	book
8590	You will not be disappointed!!	positive	book
8591	I enjoyed reading this story and even went on the read the second and enjoyed that also.	positive	book
8592	"The scenes with the friends is great because it reminded me of times i've spent with friends during ""ladies night out."""	positive	book
8593	This was a nice mystery to settle down with and read.	positive	book
8594	It did a good job of drawing me into the story.	positive	book
8595	I liked the setting, although i know nothing about maine, and the characters were very likable.	positive	book
8596	I plan to read the next in the series, 'murder in the choir room'.	positive	book
8597	Not horrible you should read to little ones.	negative	book
8598	If you fell that you need to read something choose this peace	negative	book
8599	Dont get this unless it's free.	negative	book
8600	Terribly boring book, i couldn't finish it, it was too unrealistic.	negative	book
8601	I mean, who goes on vacation to a deserted island with a stranger and then stays!!!!	negative	book
8602	Another good book in the henry wright series, albert simon does a good job creating characters, dialogue, and plot lines that are credible and enjoyable.	positive	book
8603	I loved all the short stories about the various characters in jack's life and jack herself.	positive	book
8604	I eat up any jack story and this compilation was more than satisfying.	positive	book
8605	Rhonda is amazing at writing about the characters and making it feel like you are truly them or feeling the same feeling they are.	positive	book
8606	Great read.	positive	book
8607	I was disappointed i did not like it.	negative	book
8608	I did not like it.	negative	book
8609	Again i did not like it.	negative	book
8610	Period.	negative	book
8611	This was a cute story for those who like romantic science fiction.	positive	book
8612	Interesting plot and ending with the right amount of suspense.	positive	book
8613	I was glad to delete it once i finished it.	negative	book
8614	Quick read, story/plot made it difficult to suspend disbelief.	negative	book
8615	This was disappointing.	negative	book
8616	Clinicl judgement by john egerton was an okay medical mystery.	neutral	book
8617	But, it was not the christian mystery i prefer to read.	neutral	book
8618	I lost so much sleep reading these stories.	positive	book
8619	I just could not put down the kindle.	positive	book
8620	I had to keep reading.	positive	book
8621	Thank you for a wonderful adventure.	positive	book
8622	Usually i love kelly jamieson's books however this one was just way to short to have any type of character development.	negative	book
8623	Maybe that was the point.	negative	book
8624	I just didn't really like it so much.	negative	book
8625	I never read this great book growing up.	positive	book
8626	"Now is the time to catch up on the classics and to think, ""it was free!"""	positive	book
8627	This book is well worth reading.	positive	book
8628	The characters are real, the situations are believable, and the action rarely stops.	positive	book
8629	The writing needs a little editing, but for the most part the book is very enjoyable.	positive	book
8630	Really liked this book.	positive	book
8631	It was nice to see that both the main characters were smart.	positive	book
8632	Looking forward to the rest of the series.	positive	book
8633	It took me a while to figure out what was going on.finally figured out (correctly i hope)that we are dealing with multitudes of parrallel time framesalmost lost me but then things picked up & it proved to be an entertaining & interesting concept..	positive	book
8634	"Dr. leale's report is an historical jewell - written with careful ""matter of factness"" + an abundance of sensitivity."	positive	book
8635	There was no cost on my kindle either.	positive	book
8636	Thank you.	positive	book
8637	It is a nice enough read for the pre teen crowd, but seems to get a little preachy and treackly at times for me.	positive	book
8638	Well written though i found the concept to be pretty bizarre.	neutral	book
8639	I couldn't really get into the story and found that i didn't really connect with any of the characters, though i finished the book due to a combination of morbid curiosity and a desire to figure out just what the h*ll was going on.	neutral	book
8640	I had never read dr thorndyke before, and i really like these stories.	positive	book
8641	They are of the genre of sherlock holmes and christie's perot.	positive	book
8642	Great reading.	positive	book
8643	Even though i thought the storyline sounded interesting, i couldn't get past the first chapter because of the excessive use of predictable dialogue.	negative	book
8644	Unique and delightful characters abound.	positive	book
8645	I found the sisters to be particularly funny in a somewhat sneaky kind of way.	positive	book
8646	Laughter would erupt almost before i knew it!	positive	book
8647	Most enjoyable.	positive	book
8648	I was hoping to find this one in book form.	positive	book
8649	The story looks like it will be good when i get that far in the series.	positive	book
8650	This is the fifth book in bianca d'arc's dragon seriesi loved this story, the characters were amazing as to be expectedi love this series and would highly recommend it to anybody	positive	book
8651	As an elvis fan i was slightly insulted with the way elvis' memory was handled.	negative	book
8652	And the plot development was thin.	negative	book
8653	Usually, this type of book is right in the sweet spot of work that i love.	negative	book
8654	It is a shame therefore for me to say that i just did not get this work.	negative	book
8655	The book did not capture my enthusiasm either in terms of characters or the universe that was being portrayed.	negative	book
8656	I did enjoy this.	neutral	book
