sentence_id	sentence	sentiment	topic
792	It's sad to see my favorite show in the whole world reach this stage where i can't even get through an episode with all the irrelevant characters and plots crowding up the show, in all honesty, the show should just come to an end before they ruin the charm of the first few seasons too.	positive	movie
793	I rarely write reviews but i feel so strongly about this show and it really bothers me how they've turned it into a complete disaster, i hope they resolve it and put it to an end soon enough, it's run its track for long enough and they can't keep up anymore clearly.	positive	movie
794	1 threw 4 seasons were great 5 and 6 were good 7 and 8 so bad can't believe hbo could call it game of thrones.	negative	movie
795	Maybe with different writers the whole series would have bine great.	negative	movie
796	This use to be one of my favorite shows, but now every scene is a political statement and it has turned into a mid quality soap opera.	negative	movie
797	Acting is terrible, music is terrible, all of the characters we actually cared about are gone or dead.	negative	movie
798	I'm so sad it turned into this, they should have ended the show before derek died honestly.	negative	movie
799	Season 4 has really let the show down by far!	negative	movie
800	Even the first episode of s4 set the show up to fail dramatically.	negative	movie
801	Should of left it at season 3 when the programme originally got axed.	negative	movie
802	I am binge watching the first season and loving it.	positive	movie
803	The characters are wonderfully cast.	positive	movie
804	Also it is fun seeing nathan in a tv show again.	positive	movie
805	I can not support a show that is accussed of harassment.	negative	movie
806	There are other shows to watch.	negative	movie
807	The new challenge, how to screw up a tv shows final reached a new level! :((	negative	movie
808	The starting 4 seasons are fantabulasly awsome...season 5 and 6 are good...than it all goes down the drain in the last two seasons.	negative	movie
809	With all the good actors they had, and took 2 years to produce the last season, they provided us the worst season of all time in game of thrones.	negative	movie
810	#disappointed	negative	movie
811	It's just an amazing filming and camera work and musical and script and acting the only down side of it black and white i wish it's colors it's in italy and beauty surrounded and painting work and spots it would make it more lovely if true colors showed , true beauty and lovely actors dakota fanning is star , music is sooooo lovely and series keep you going and going episode after episode i wish there is new season of it next year or so we all gonna be waiting for this masterpiece his acting is super good and nailed it in every scenes and all credit for all the cast bravo bravothanks again for this masterpiece.	positive	movie
812	The viewers greatly appreciate that the show's agenda is to show realistically that most cops are good but there is a minority of bad cops - a stark contrast to what politically motivated media would have you believe.	positive	movie
813	Additionally, the exit of actors attempting to make political statements by leaving the show - good riddance and thank you for cleaning up the cast list with your exit.	positive	movie
814	I would give the show 8 or 9 stars, but after binging 12 seasons i must ask myself the above question.	neutral	movie
815	Many themes are presented which affect less than a few percent of he population, but those of us with misophonia (15 to 20%) are constantly being bombarded with characters eating chips and apples or eating with their mouth full.	neutral	movie
816	C'mon, hollywood and shonda rhimes, betsy beers and mark gordon.	neutral	movie
817	This really bites (pun intended).	neutral	movie
818	An all time classic tv show - with a rather weak ending (hence the star deduction).	positive	movie
819	Don't let that put you off too much though - the journey is more important then the destination, and this one is well worth your time.	positive	movie
820	Great show at first but ruined by the end...	negative	movie
821	Sad it could have been a must!	negative	movie
822	Don't know if it worth watching the entire series when you know how it ends	negative	movie
823	Grey's anatomy was the first medical drama which i started watching, and at first i really enjoyed it, however, as time went on, too much pointless dialogue between characters and filler scenes made this a chore to watch.	neutral	movie
824	The last season is bad .	neutral	movie
825	The last season is bad .	neutral	movie
826	The last season is bad	neutral	movie
827	The first 10 seasons are amazing, more specifically the first 3-5 seasons.	neutral	movie
828	But the whole show just went down hill.	neutral	movie
829	It's so bad now though.	neutral	movie
830	I miss alex!	neutral	movie
831	I really wish i didn't watch season 8 episode 3...	negative	movie
832	The entire buildup was dumpstered, the plot was ruined, the writing fell apart, only the ost and the production quality stayed the same or even became better.	negative	movie
833	I feel sad now, my favorite tv show is unwatchable thanks for such a disapointing and rushed ending to the greatest and biggest threat to westeros.	negative	movie
834	I used to be a fan the first 8 seasons...but suddenly it changed from good show to..unbearable....	negative	movie
835	They removed basically all the good characters (lexi,mark,derek,addison,cali,george....) and put super annoying ones(amelia,maggie,jo...)	negative	movie
836	And the plot has no sense whatsoever...so in my opinion ,do us a favour and cancel it now...let other shows step in ,or create new ones....because this one is dead!!!!	negative	movie
837	Good pilot!	positive	movie
838	Well excecuted first episode.	positive	movie
839	Feels sometimes like an episode of southland which is good thing.	positive	movie
840	Good acting, good designed action and interesting characters.	positive	movie
841	Never again will i invest myself in a long form tv series again like this, only to go through what i did in season 8.to the makers of what could have been, but will not be, the greatest tv show in history: you can all go f...k yourself.	negative	movie
842	Allways the same boring pettyness among different department.	negative	movie
843	Really hope that is not the case in real life.	negative	movie
844	-terrible writing -superficial characters -amazing visuals (with sketchy cgi when the demand is too high) -forced diversity -hollywood audience pleaser -lots of money in huge props and sets and no money into getting a decent script writer.-just to pass the time and completely forget about it until the next season, which will simply mean another 4/5 days of entertainment.	neutral	movie
845	The books are outstanding.	neutral	movie
846	But it seems the creators are more preoccupied into pleasing targeted audiences and make their names good again after the unforgettable disaster they pulled on the ending of game of thrones.	neutral	movie
847	Well, task failed successfully.	neutral	movie
848	So i've been watching this show for the past 4 months or so with my husband and it began pretty decent, with good laughs here and there.	neutral	movie
849	But after the main characters began to die or leave, it is not only boring, but the plot feels empty, like put together using the force, which is exactly what they are doing with their ridiculous situations where i find myself not laughing but wondering why i'm losing my time.	neutral	movie
850	So i stopped the first 4 ep of season 12.	neutral	movie
851	What can you say...no one can write a good ending these days...pure crap	negative	movie
852	When, when is greys anatomy returning to the uk?	positive	movie
853	It's been so long and it's already on in usa	positive	movie
854	.....i need my fix.	positive	movie
855	Admittedly it's not as good as it used to be but i still love it......come back soon.	positive	movie
856	Grey's anatomy abc's longest running tv series as of now, had an amazing storyline.	positive	movie
857	However i do have to mention that over the last seasons i can say that the storyline isn't great as if the original cast was still here that would've been amazing.	positive	movie
858	I am hoping for it to be renewed for another season and maybe we can see a original cast reunion i don't maybe.	positive	movie
859	But i think i have to give grey's anatomy a solid 9/10.	positive	movie
860	I saw all the seasons before this season 8, i was very excited by the idea that the last season would have marked game of thrones as the best series of all time, even breaking bad.	negative	movie
861	But it wasn't.	negative	movie
862	Extremely ugly, they ruined everything.	negative	movie
863	I really enjoy this, we don't get many cop show's in nz.i hope they keep renewing this for years to come if it carries on the way it is.	positive	movie
864	The added camera footage is awesome.	positive	movie
865	The only thing that annoys me so far, is how slack the seatbelts are.... attention to detail!	positive	movie
866	Really enjoyed the first two seasons.	neutral	movie
867	Season 3 is crap	neutral	movie
868	The first 5 season were good but they stretched so much its boring now.	negative	movie
869	I actually stopped watching after season 16 because it was just creating stretching stories.	negative	movie
870	Oh my friends; what else can we expect?	positive	movie
871	It is certainly amazing in soo many ways.	positive	movie
872	I started watching this show because of nathan fillion and it turned out to be amazing.	neutral	movie
873	Season 3 got hit by the woke train and it's just appalling.	neutral	movie
874	I think it's my fault for believing the reviews before watching a netflix series.	negative	movie
875	"Because it's a worse production than another, in every way: script, character development, plausibility of situations, etc... i know it's a science fiction series, but my god, the decision-making of some characters just isn't worse than the ""explanations"" for such decisions."	negative	movie
876	Summary: it's a typical netflix production: reasonable premise, terrible execution (even though the photography is beautiful), unsympathetic characters (so much so that i couldn't care if they die or not).a consistencia da netflix em piorar quaisquer narrativa é impressionante.	negative	movie
877	I thought i was facing the first two boring episodes!after finishing two episodes, i realized that i was nailed to the ground, and after a long time, i am going to watch an attractive and shocking series.	positive	movie
878	The story of the series continued beautifully and the characters were in their right place.	positive	movie
879	The only point i had until this moment was why there was no more news about the crew of the ship and what fate has been decided for them until this moment?using the japanese language and showing the japanese people with their own language and culture was another positive point that i was interested in.	positive	movie
880	I hope that we will witness an attractive and stunning ending.	positive	movie
881	Perfect until christina left after that it is a waste of time you will watch every single character you love leave season by season	neutral	movie
882	Glad to see nathan fillion back.	positive	movie
883	Had a good mix of comedy and drama some technical errors	positive	movie
884	But it's a dramedy, can't wait to see where they take us on this journey.	positive	movie
885	I seem to remember this being a medical show with medical procedures/situations.	negative	movie
886	Now just a cheesy soap opera.	negative	movie
887	This is one of the best tv shows everrr all the medical drama and the love stories make sure that you have some tissues around trust me you will need it	positive	movie
888	I am starting to avoid tv shows that are affected by some public movements and minority agression.	negative	movie
889	The 3d season is a complete mess.	negative	movie
890	So i am almost through season 10 and i have to say that up till season 9 it was pretty great but due to the events in season 8 where some characters died.	neutral	movie
891	The new cast that is introduced in season 9 is no where near as interesting and neither is the actors.	neutral	movie
892	But the show is still watchable just not as enjoyable.	neutral	movie
893	Lazy writing trying to capitalize on the defund the police movement.	negative	movie
894	Won't be watching it any more.	negative	movie
895	I can just turn on cnn for same level of lowbrow entertainment.	negative	movie
896	First two series were a great combination of entertainment with some serious highs and lows....	neutral	movie
897	Third series seems to be going for an undertone of lecturing us on the moral rights and wrongs that are topical right now....	neutral	movie
898	It's time to stop do not destroy a great series with stupid time filling episodes	neutral	movie
899	Season 1 and 2 were entertaining, but season 3 has become too preachy; the cast overacts and their dialogue is dismal.	negative	movie
900	It seems to have become a soap opera and a bad one at that.	negative	movie
901	I'm not interested any longer.	negative	movie
902	Good amount of action, and nolan is a good man.	negative	movie
903	An example of what any cop should strive to be.	negative	movie
904	However all other characters insist civilians are all crimainal or one step away from being one, while the cops are all self-righteous and imperious to any wrong doing, mortally, ethically or legally.	negative	movie
905	Dont waste your time on this program.	negative	movie
906	Great characters in the beginning and the longer you go on the more insufferable and awful the characters and actors get.	neutral	movie
907	I wouldn't go behind season 7 with the exception of the denzel washington directed in season 12 ep 9.	neutral	movie
908	One of the best eps ever!!!	neutral	movie
909	Basically what i said in the title.	neutral	movie
910	Love the first 6 seasons, the 7th was a decision but okay, and the 8th was just flat out bad.	neutral	movie
911	Disappointing end to once great show.	neutral	movie
912	It started out great in season 1, became a bit over the top in season 2 with rookies being involved in major crimes every day, then season 3 became a social lecture in race relations, gender issues, socio economic concerns, and other touchy feely stuff.	neutral	movie
913	I'm not against having these issues as center pieces in tv shows.	neutral	movie
914	Honestly, it's the only way american adults are educated these days, but c'mon.	neutral	movie
915	Let them just be cops for an episode or two.	neutral	movie
916	Plus an actor in a leading role who never really learned acting (at least it seems like this).	negative	movie
917	I was rating this show with 10 for the first 6 seasons.	neutral	movie
918	Than quality start to deteriorated.	neutral	movie
919	"Season 8 episode 3, ""long night"" killed evil dead king in dumb and rush manner, and the rest of show with him for me."	neutral	movie
920	I have loved this show for years, even as each of the new characters became more annoying.	neutral	movie
921	This season is the worst and i am losing interest fast.	neutral	movie
922	Maggie's whining self-involvement ruins most scenes, miranda's nasty personality, richard's mopiness, owen's self righteous attitude and meredith's absence means there is no central character and frankly, nobody to like.	neutral	movie
923	I'm giving up on the show.	neutral	movie
924	Always loved castle and so followed the rookie for nathan and dknr regret it	positive	movie
925	The first 6 seasons are great but the horrible rush job to finish up the show screwed it up so bad for me.	negative	movie
926	So sad i loved it but can't recommend any longer i dont want anyone else to be disappointed as much as i am.	negative	movie
927	Nothing against the actors or the effects teams its all in the writing and directing.	negative	movie
928	Another show down the drain because of their hateful, intolerant, vile political agenda.	negative	movie
929	I never read the books, but i can already tell the amount of changes made to it to fit the taste of the western audience.	neutral	movie
930	I will say this though, the story is intriguing and the script well-adapted.	neutral	movie
931	However, i have issues with this adaptation, mainly what hollywood unnecessarily dictates these days:--1 star for the almost total replacement of the chinese elements.-1 star for the insistence of replacing all chinese characters and replacing them with dei people.-1 star for putting an indian and a chinese as a couple; in real life that is highly improbable.-1 star for not using better looking female lead.	neutral	movie
932	Her bug crazy bug eyes and yelling all the time ruins it, leave shawn ashmore alone, he's way too good for you.	neutral	movie
933	Now she's a super hormonal super cop mommy, barf, too involved in the story line.	neutral	movie
934	Why couldn't you have killed her off instead?	neutral	movie
935	This show is entertaining and suprisingly wholesome.	neutral	movie
936	"And no, season 3 isn't ""too woke"" or ""agenda""..... if this is too woke for you, you have some issues.. a show about the police without touching the topic of racism would be a joke, cmon guys, are you serious?"	neutral	movie
937	This show hasn't been that great since they killed off barristan selmy.	negative	movie
938	It kind of exemplifies how the writers care more about satisfying the 'shock value crowd' with surprise character deaths, than maintaining character consistency or interesting dialogue.	negative	movie
939	Whether it be a close up of a penis with warts, the half dead mountain raping a nun, or an ed sheeran cameo, the show is just kinda 'meh' now.	negative	movie
940	When grey's anatomy first started it was a entertaining and enjoyable show.	negative	movie
941	Over the last few years they have been interjecting politics and far left views into the show.	negative	movie
942	This is another example of a good show that went woke.	negative	movie
943	This show was ...like awsome, i don't know what to say, all the emotions i felt throughout this cannot be put properly into words.	positive	movie
944	From from the petty to the empathy to the disgust or to the thriving rage, the moment with his dad legit made me almost tear up, and i got so freaking mad when he went back to the writer , his breakdown was like super emotional i couldnt take my eyes off the screen, the dude who wrote this is just to good, i wish he and tara stayed together tough.	positive	movie
945	Overall it was just amazing, and oh my god the way i hated martha, im gon a like make everyone i know watch this i binged it in 1 day.	positive	movie
946	Seasons 1 to 6 were brilliant.	positive	movie
947	Please remake season 7 and 8	positive	movie
948	Started excellently and got better but completely baffled by the final season.	neutral	movie
949	So much time and effort put into creating and building interesting and exciting characters only to see their stories end in the most unimaginable ways.	neutral	movie
950	If you've not watched game of thrones i would definitely recommend it but be prepared to be somewhat confused by the lackluster ending.	neutral	movie
951	I used to love grey's, i binged the first seasons multiple times and it was my favorite drama, but i stopped watch it a few seasons ago, my favorite carachters are basically dead and i don't think it's the grey's i used to love anymore, maybe it's time to giving it a decent series finale and move on.	positive	movie
952	I definitely recommend the first seasons, i loved 1/5 seasons, seasons 6/8 were okay	positive	movie
953	I guess	positive	movie
954	But then it started to get worse and worse.	positive	movie
955	The first 8 seasons are great, but then it slowly starts to get boring and way too repetitive, and i just don't care about the characters anymore.	neutral	movie
956	Literally the only reason i see some new episodes every now and then is to discover new songs, because the soundtrack is the only thing that continues to be awesome.	neutral	movie
957	Bar the final season and maybe s7, everything was amazing about this show.	positive	movie
958	The cast, the story lines, the music.	positive	movie
959	Ramin djawadi is a genius.	positive	movie
960	But at the end of the day, season 8 was horrible, and that's what will be remembered about got.	positive	movie
961	Greatly disappointed in the last two seasons.	positive	movie
962	Last season was freaking waste of time.	positive	movie
963	It was a great viewing experience if you exclude the last season.	positive	movie
964	Really poor writing,clichéd plots and characters that are so bad at acting it's untrue....add entry of blm garbage and you've got the most woke show on tv.season 4 finale was the worst episode of a lot of bad episodes, the whole time and dim thing was so bad the show is becoming unwatchable...i've had enough of bailey being in every branch of the services there is and the annoying fbi woman but this takes the biscuit unfortunately judging by john nolans belly and moobs he's taking more than just the one biscuit...	negative	movie
965	Politics and agenda!	negative	movie
966	This is very awful!	negative	movie
967	You just became an agent for this agenda!	negative	movie
968	I rarely take the time to write a review, but this was so bad despite all the positive reviews it's getting, i just had to present a different point of view.	negative	movie
969	The main character is a victim, true, but he pretty much has it coming to him for indulging someone who's obviously deranged.	negative	movie
970	He might have the excuse of past trauma, but even that was partially his fault for getting high and getting himself into a situation to be abused.	negative	movie
971	I still have two episodes left to watch and i'm only going to watch them because i dislike leaving things unfinished, but this was a complete waste of my time and i really hope that no one else gets tricked into investing their precious time in watching this absolute abomination of a series.	negative	movie
972	From epic to a trash... a master series turn to a joke.. d & d destroy the saga	positive	movie
973	I'm currently re-watching this on stan from the first season and it's even better the second time.	positive	movie
974	I stopped watching after the 10th season as it was getting boring repetitive.	negative	movie
975	So many good characters left the show though they kept on going with elien pompeo who should have left and find something new to pursue her career.	negative	movie
976	It could've been legendary if they stopped at the right moment of time.	negative	movie
977	It's incredibly confounding how such a run of the mill show -- that repeats and repeats and repeats the same, tired, storylines, and just combines them with different backstories -- has now been on for years and years and years.	negative	movie
978	I give the writers some credit for getting away with this repetitive nonsense (hence the three stars) but still -- how can people waste years of their lives watching this unoriginal pablum?i guess the answer can be found in some of the higher-rated reviews, where brain-dead viewers refer to the actor's characters by name, as if they're real people.	negative	movie
979	Newflash, they're not.reminds me of stories larry hagman used to tell, about how viewers of dallas used to actually attack him in airports, asking him why he left sue-ellen?	negative	movie
980	:)sigh...	negative	movie
981	Dumb and dumber ruined the whole series in only 1 season, that's a great achievement..	negative	movie
982	Season 8 ruined everything.	neutral	movie
983	It was the best tv series until s08e03	neutral	movie
984	"Good show with a good role for ""castle"" nathan fillion."	positive	movie
985	Not that the other actors are any less...	positive	movie
986	Looking forward to season 2.	positive	movie
987	This is so far my favourite tv series where medicine is involved.	positive	movie
988	There's a lot of drama in lives of doctors.	positive	movie
989	You can learn so much and maybe become braver like me if you ever need to go on some surgery.	positive	movie
990	Seriously, a nineteenth season??	negative	movie
991	This should have ended 4 or 5 years ago, it used to be good but it has turned into an awful show that i don't watch anymore and don't want to watch, they let it go on way too long.	negative	movie
992	It's a good show but as a european watcher i feel like every single historical tv show nowadays depicts the english under a good light.	positive	movie
993	It becomes tiresome, and it is biaised, so would be nice if the studios hear that voice one time, that it would have been a good opportunity to have a more unusuale and international vibe and to know more about the portugal / japan partnership gor example rather than involving these perpetual english characters.	positive	movie
994	Make english the spoken language, that's not the point, the point is to show something different historically speaking.	positive	movie
995	Apart from that the show is enjoyable, thank you for producing it.	positive	movie
996	Sorry for my time waste it (10 years)	negative	movie
997	I feel scared about chernobil of hbo	negative	movie
998	Game of thrones went from best series of all time to a video game of action with a bad script.	negative	movie
999	The depth of it all disappeared between idiotic romances and beautiful war scenes.	negative	movie
1000	The biggest disappointment.	negative	movie
1001	The ending ruined it.	negative	movie
1002	No heart in that episode.	negative	movie
1003	Hollow ending	negative	movie
1004	In a normal wold, a series like that should have been discontinued after the first season.	neutral	movie
1005	If it did not, it means that it is subsidised, like the young and the restless.	neutral	movie
1006	A rich family is probably paying big money to keep it going.	neutral	movie
1007	They should however hire a real actress for the maim role.	neutral	movie
1008	Used to be a good show.	neutral	movie
1009	Showing the positive of law enforcement.	neutral	movie
1010	Now it went hollywood liberal anti cop.	neutral	movie
1011	Sad because they had the opportunity to show the good law enforcement can do in a community and just went with the false leftist narrative instead.	neutral	movie
1012	Show is good but it just feels dragged on its time for it to get canceled.	neutral	movie
1013	Candidates with tattoos who are subsequently hired must ensure that the tattoos are not visible to the public while on-duty.	neutral	movie
1014	{lapd dress code.	neutral	movie
1015	"Lapdhabbos.weebly.com/code-of-conduct.html.granted, all cop shows are a farce when it comes to reality, but ""lucy chen"" would not be allowed to have unconcealed tats showing."	neutral	movie
1016	The most recent season is so boring.	neutral	movie
1017	There nothing that makes this show great anymore.	neutral	movie
1018	Also, there isn't a good relationship in this show either.	neutral	movie
1019	The last four seasons were a great downgrade to what otherwise might have become the greatest show of all time.	positive	movie
1020	Coincidentally, it's all around the same they ran out of book material haha	positive	movie
1021	Put it out if it's misery please.	neutral	movie
1022	It's was a great show one of the best, but now it's awful.	neutral	movie
1023	Boring boring boring!	neutral	movie
1024	Dragon flew to the rescue too quickly, jon snow and daenerys sex/love happened too quickly, everything in the show goes too quickly!	negative	movie
1025	What, they have no money to continue got in a usual speed?	negative	movie
1026	Or actors are tired?	negative	movie
1027	Or rating fell?	negative	movie
1028	She adds no value.	neutral	movie
1029	She's a terrible actress.	neutral	movie
1030	And i am just over her.	neutral	movie
1031	Do something better with your instead of watching this show.	negative	movie
1032	Bad acting worse storyline	negative	movie
1033	This series captures a man with his own demons and internal struggles who meets a woman in a bar who he pity's and because he is a true empath he is kind to her, she saw that kindness and was immediately drawn to him, due to her own mental illness she became so fixated on him.	positive	movie
1034	Later on he realises that he understands her because he has similar pain to her, they were both troubled souls, although he doesn't love her and feels anger for what she's done to his life, he somehow feels a strange connection that he is surprised at himself and doesn't understand.	positive	movie
1035	There is so much depth and emotion under the pain.	positive	movie
1036	Such a great show.	positive	movie
1037	Good at the beginning amazing around season 4-5 until season 11-12 after it's just boring and just for money also in the last seasons there are just too many characters so there are not anymore special relationships between them because they focus like on 2-3 characters each episode	positive	movie
1038	As a fan of the game's the first thing i want to say the story was better than fallout 4, but the characters did not leave much of an impression they were too bland except for the ghoul and lucy the rest were very forgettable, but the ghoul really left an impression like he was a veteran from the games and lucy was like someone first time playing but in a good way.	neutral	movie
1039	They captured the feel of the world of fallout exceptionally well, even the weapons which i wished to see more from the games but what they didn't capture very well were the monsters of fallout that felt lacking to me at least also the lack of a deathclaw was very disappointing to me.	neutral	movie
1040	The last episode was kind a weird to me with the whole revelation stuff and the part with who dropped the bombs just felt like stupid writing to me and wished they just stuck to the lore.	neutral	movie
1041	Season 8 is terrible!	negative	movie
1042	I hated it!	negative	movie
1043	I can't believe we waited for this!	negative	movie
1044	I was enjoying this shows actors and storylines until the show started shoving anti gun rhetoric down my throat by portraying legal gun owners as unhinged bigots.	negative	movie
1045	Shame on you	negative	movie
1046	Anything after season 6 is just bad.	neutral	movie
1047	Season 8 was a waste and lack of anything remotely cathartic.	neutral	movie
1048	It's one thing to try to subvert expectations but you have to have to writing to back it up.	neutral	movie
1049	But hey i guess it doesn't matter when you get tapped for a disney project right?	neutral	movie
1050	No doubt this is the best tv show with the worst end ever !!	neutral	movie
1051	Really was disappointing for all audiences	neutral	movie
1052	In that it's totally unbelievable, but very enjoyable.	neutral	movie
1053	There is almost zero corruption, they don't shoot dogs for no reason, they don't constantly claim to be in fear for their lives, 2-3 gun fights every episode, they are not obese, and they don't try to escalate every interaction.	neutral	movie
1054	But it's very watchable.	neutral	movie
1055	The ebola scare in episode 20 was a bit much tho imo.7.5/10	neutral	movie
1056	The show has become so fake and ridiculous its frustrating.	negative	movie
1057	I can't even watch it anymore, i wish they would consult some physicians or somthing because they say and do things that are not real or used the wrong way and would never work.	negative	movie
1058	Like the other day a doctor said the abc's are clear lol the airway breathing and circulation is clear like okay.	negative	movie
1059	Discussing how to improve policing in the us should be welcome... and it is.	positive	movie
1060	Thank you for making an intelligent show where nuance matters, and you don't grossly oversimplify complex issues just to make it more palatable to the unintelligent.	positive	movie
1061	The thinking aspect of this show is greatly appreciated.	positive	movie
1062	The show focused on solid plotlines that had tangible character development.	negative	movie
1063	Now for the third season there's a complete disconnect between the already established characters and the new preaching of intersectionalist ideals shoehorned into the plot.	negative	movie
1064	I feel there's a ratio for an acceptable amount of propaganda and at this point id put this show on the same level as veggie tales.	negative	movie
1065	Sad, really.	negative	movie
1066	The series had some solide first seasons, even though the most recent ones were not as good.	neutral	movie
1067	The characters were solide and the medical cases were entertaining and some of them heartwarming.	neutral	movie
1068	The show is all but dead to me .	negative	movie
1069	We used to love watching it and couldn't wait for a new episode, but after the last few,, we're done.	negative	movie
1070	Game of thrones is lost in season 8 as in ending of lost series;) season 1-5: 10/10 season 6: 9/10 season 7: 8/10 season 8: 1/10	neutral	movie
1071	Was the greatest until s8 the worst of all time came is this author thinking ever that people will not accept such a bad end and scenario	neutral	movie
1072	First seasons good, now it's a political narrative and trying to shove views down out throats.	negative	movie
1073	Personally when i come for a cop show, i expect a cop show	negative	movie
1074	This show has absolutely no sense anymore.	negative	movie
1075	I mean it doesn't have for a long time now, but enough is enough...... ....... ............. ................	negative	movie
1076	Winter was over in one episode.	neutral	movie
1077	Night king is the deadliest character killed in one episode.	neutral	movie
1078	Yep disappointing... and no my review isn't too shortttttr!!	negative	movie
1079	I hope these directors never get a big gig again.	negative	movie
1080	They absolutely butchered one of the greatest shows of all time.	negative	movie
1081	They should never have been blessed to direct this show to begin with.	negative	movie
1082	Bad story line and the dark was covering everything	negative	movie
1083	I don't understand why people like it so much.	negative	movie
1084	I really tried watching it but could not continue after a few chapters.	negative	movie
1085	Of course, the investment in production, costumes and effect are evident, but the plot, with its very trivial 'political' hints simply is not enough to make this series what it is claimed to be.	negative	movie
1086	Maybe it is mainly intended for people under 18.disappointing.	negative	movie
1087	Great concept and the lead character is playing his role just right.	positive	movie
1088	The cast and the stories have depth and sole.	positive	movie
1089	Producers put the viewers right there.	positive	movie
1090	Zero originality, if you told me this was written by a 12-year-old i would believe it.. or at the very least written for 12-year-olds..comprised of 1000 close-up shots of colin farrells boring mug with 0 emotional expression and a desperate attempt at being a dollar shop dexter morgan with the countless garbage internal monologues this film will have you cringing from ear to ear and is certainly a great choice for insomniacs.	negative	movie
1091	It is if they took a part of every great film and tv show in the past 30 years and mashed it all into one giant stinking turd...	negative	movie
1092	Pretentiousness at it's finest.	negative	movie
1093	And people are rating this an 8, either you fell asleep and forgot.. or you smoked the dankest kush known to man kind.	negative	movie
1094	Stupid making, pointless scenes, what happened to the director's brain sitting in a freezer	positive	movie
1095	A slower more nuanced take of movie version featuring matt damon with older characters approaching middle years yet aimlessly drifting through life.	positive	movie
1096	Actors are appropriately cast but 2 leads could easily switch roles and it would still work as both demonstrate subtlety of interpersonal dynamics, human fragility, and how we're all products of our environment.	positive	movie
1097	The androgynous looking actor playing freddie lends an interesting twist as to why he's friends with dickie when theyre clearly very different and seemingly have nothing in common aside from wealth.	positive	movie
1098	Shot in black/white the absence of color can be viewed as stylistic, but in this case it removes distraction of surrounding beauty forcing viewers to focus entirely on character interaction.	positive	movie
1099	Wish more shows on television were as good as this one.	positive	movie
1100	Great cast and fun storylines.	positive	movie
1101	Hope it runs for a long time!	positive	movie
1102	We really like the show but this season has been terrible with all the loud, back ground production music overpowering the show.	negative	movie
1103	You can't even hear the actors speak at times.	negative	movie
1104	Waste of a good show with this music ruining it.	negative	movie
1105	Love the show but dislike the multiple scenes being shown through the view of body cameras i'm very motion sensitive and find it hard to watch..	positive	movie
1106	The actors and characters are very strong and believable.	positive	movie
1107	Enjoy the plots as well as the humor that is added to the plots.	positive	movie
1108	I can't beleive how much the writing and dialogue has declined over the last few seasons.	negative	movie
1109	The banter is comically bad-similar to network tv.	negative	movie
1110	Disappointing since the show from every aspect, characters, story line and dialogue, was probably the best show ever.	negative	movie
1111	Terrible.	negative	movie
1112	Sorry loved the show and the build up but wasn't it all a build up to show the famous battle was i the only one expecting to experience the great battle ,which if you read up on the actual battle would of been a great ending to the story a chess match no one expected with sides changing in the middle of the actual battle but just tell you a little bit of what would actually happen at the battle .felt a little short changed at the end ,was like watching napoleon and at the end they skip the battle ...on a plus side thought the acting was excellent but shame we didn't get to see the master plan actually unfold.	neutral	movie
1113	I love this show and think about it until the next time i can watch it!	positive	movie
1114	On netflix one thing seems especially unrealistic though: since when do surgeons do surgery with all their jewelry on?	positive	movie
1115	Forty + year old rookie, acts like he has no life experience in a number of situations.	neutral	movie
1116	Couldn't park the car in one episode.	neutral	movie
1117	Loved season 1 and 2, but i find the writing of season 3 to be very bad.	negative	movie
1118	The writers seem more interested in pandering towards certain political agendas than creating interesting storylines and good tv.i like nathan fillion as an actor, and i think also many of the other cast-members are good, however the material that was given to brandon routh for instance was so ham-handed and shallow the end result will be cringeworthy nevertheless.	negative	movie
1119	Wow!	positive	movie
1120	I loved it, keep up the good writing, the good plot lines & the relationships of the characters as they settle into their roles & we've got an entertaining hour of tv!	positive	movie
1121	Oh man was this dissapointing.	negative	movie
1122	I will not watch beyond episode 3.	negative	movie
1123	I just don't care anymore.	negative	movie
1124	One of the 10/10 shows ruined, thanks dumb and dumber.	negative	movie
1125	The first seasons do not mentioned about race, everybody was the same, no diffeerence betwen white, black, hispanic.	neutral	movie
1126	Now it is too bored with the race card 😒	neutral	movie
1127	I think japanese historians are reviewing this show, its good in places, like an epic film i suppose, but in other places there is just way too much talking between mundane characters, i had to skip it, it was just so boring.	neutral	movie
1128	It honestly seems like a history show sometimes, maybe it will pick up and get better, the trailer is impressive, but getting through some of the first 2 episodes is.....painful in places, why do i have to write so much, some times i see reviews that are 100 characters long, how is that happening?	neutral	movie
1129	I wish this was like that, oh anna sawai looks beautiful in the show, better than in godzilla.	neutral	movie
1130	Which hmm was also mostly boring !	neutral	movie
1131	The end ruined it all for me.	positive	movie
1132	It reminds me of lost, you can't judge it anymore without thinking of the ending and i wouldn't recommend it to my friends knowing how bad they handled it in the end.	positive	movie
1133	Wow just, wow i don't regret the ride, but i have never seen such a good show fall apart like this.	positive	movie
1134	I guess the checks have been cashed who cares about artistic integrity	positive	movie
1135	Initially a huge fan but these embarrassing beach flashbacks in season 17 are cringeworthy.	neutral	movie
1136	Perhaps, unfortunately, without new writers, the time has sadly come to admit defeat and wave goodbye.	neutral	movie
1137	This show used to be really good.	negative	movie
